 rod_temps    0.0000000000000000     
 Rod ,           1
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
Temperature ,  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000  554.000000 
 
 rod_temps    1.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  724.403852  722.324496  718.084052  711.423156  702.343737  690.858471  676.977285  660.707306  642.053689  621.064255  571.992309  561.952371 
Temperature ,  725.229738  723.150383  718.909939  712.249042  703.169623  691.684357  677.803172  661.533192  642.879576  621.890141  572.818195  562.778258 
Temperature ,  726.055624  723.976269  719.735825  713.074928  703.995509  692.510243  678.629058  662.359078  643.705462  622.716028  573.644081  563.604144 
Temperature ,  726.881511  724.802155  720.561711  713.900814  704.821395  693.336130  679.454944  663.184965  644.531348  623.541914  574.469967  564.430030 
Temperature ,  727.707397  725.628042  721.387598  714.726701  705.647282  694.162016  680.280830  664.010851  645.357235  624.367800  575.295854  565.255917 
Temperature ,  728.533283  726.453928  722.213484  715.552587  706.473168  694.987902  681.106717  664.836737  646.183121  625.193686  576.121740  566.081803 
Temperature ,  729.359169  727.279814  723.039370  716.378473  707.299054  695.813789  681.932603  665.662624  647.009007  626.019573  576.947626  566.907689 
Temperature ,  730.185056  728.105700  723.865256  717.204359  708.124941  696.639675  682.758489  666.488510  647.834893  626.845459  577.773513  567.733575 
Temperature ,  731.010942  728.931587  724.691143  718.030246  708.950827  697.465561  683.584376  667.314396  648.660780  627.671345  578.599399  568.559462 
Temperature ,  731.836828  729.757473  725.517029  718.856132  709.776713  698.291447  684.410262  668.140282  649.486666  628.497232  579.425285  569.385348 
Temperature ,  732.662715  730.583359  726.342915  719.682018  710.602599  699.117334  685.236148  668.966169  650.312552  629.323118  580.251171  570.211234 
Temperature ,  733.488601  731.409245  727.168802  720.507905  711.428486  699.943220  686.062034  669.792055  651.138438  630.149004  581.077058  571.037121 
Temperature ,  734.314487  732.235132  727.994688  721.333791  712.254372  700.769106  686.887921  670.617941  651.964325  630.974890  581.902944  571.863007 
Temperature ,  735.140373  733.061018  728.820574  722.159677  713.080258  701.594993  687.713807  671.443828  652.790211  631.800777  582.728830  572.688893 
Temperature ,  735.966260  733.886904  729.646460  722.985563  713.906144  702.420879  688.539693  672.269714  653.616097  632.626663  583.554716  573.514779 
Temperature ,  736.792146  734.712791  730.472347  723.811450  714.732031  703.246765  689.365580  673.095600  654.441984  633.452549  584.380603  574.340666 
Temperature ,  737.618032  735.538677  731.298233  724.637336  715.557917  704.072651  690.191466  673.921486  655.267870  634.278436  585.206489  575.166552 
Temperature ,  738.443919  736.364563  732.124119  725.463222  716.383803  704.898538  691.017352  674.747373  656.093756  635.104322  586.032375  575.992438 
Temperature ,  739.269805  737.190449  732.950005  726.289109  717.209690  705.724424  691.843238  675.573259  656.919642  635.930208  586.858262  576.818324 
Temperature ,  740.095691  738.016336  733.775892  727.114995  718.035576  706.550310  692.669125  676.399145  657.745529  636.756094  587.684148  577.644211 
Temperature ,  740.921577  738.842222  734.601778  727.940881  718.861462  707.376196  693.495011  677.225031  658.571415  637.581981  588.510034  578.470097 
Temperature ,  724.403872  722.324517  718.084073  711.423176  702.343757  690.858491  676.977306  660.707326  642.053710  621.064276  571.992329  561.952392 
 
 rod_temps    2.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  724.403852  722.324497  718.084053  711.423156  702.343737  690.858471  676.977286  660.707306  642.053690  621.064255  571.992309  561.952372 
Temperature ,  725.226252  723.146896  718.906452  712.245555  703.166136  691.680871  677.799685  661.529706  642.876089  621.886655  572.814708  562.774771 
Temperature ,  726.048670  723.969314  719.728871  713.067974  703.988555  692.503289  678.622103  662.352124  643.698507  622.709073  573.637127  563.597189 
Temperature ,  726.871107  724.791752  720.551308  713.890411  704.810992  693.325726  679.444540  663.174561  644.520944  623.531510  574.459564  564.419626 
Temperature ,  727.693563  725.614207  721.373763  714.712866  705.633447  694.148182  680.266996  663.997017  645.343400  624.353966  575.282019  565.242082 
Temperature ,  728.516037  726.436682  722.196238  715.535341  706.455922  694.970656  681.089470  664.819491  646.165874  625.176440  576.104494  566.064556 
Temperature ,  729.330952  727.251597  723.011153  716.350256  707.270837  695.785571  681.904386  665.634406  646.980790  625.991355  576.919409  566.879472 
Temperature ,  730.140571  728.061216  723.820772  717.159875  708.080456  696.595190  682.714004  666.444025  647.790409  626.800974  577.729028  567.689091 
Temperature ,  730.950211  728.870856  724.630412  717.969515  708.890096  697.404830  683.523645  667.253665  648.600049  627.610614  578.538668  568.498731 
Temperature ,  731.759873  729.680517  725.440073  718.779176  709.699757  698.214492  684.333306  668.063327  649.409710  628.420276  579.348329  569.308392 
Temperature ,  732.569555  730.490199  726.249755  719.588858  710.509439  699.024174  685.142988  668.873009  650.219392  629.229958  580.158011  570.118074 
Temperature ,  733.379257  731.299902  727.059458  720.398561  711.319142  699.833876  685.952691  669.682711  651.029095  630.039660  580.967714  570.927777 
Temperature ,  734.188980  732.109625  727.869181  721.208284  712.128865  700.643599  686.762413  670.492434  651.838817  630.849383  581.777437  571.737499 
Temperature ,  734.998723  732.919367  728.678923  722.018026  712.938607  701.453342  687.572156  671.302176  652.648560  631.659126  582.587179  572.547242 
Temperature ,  735.808485  733.729129  729.488685  722.827788  713.748369  702.263104  688.381918  672.111939  653.458322  632.468888  583.396941  573.357004 
Temperature ,  736.615621  734.536266  730.295822  723.634925  714.555506  703.070240  689.189054  672.919075  654.265459  633.276024  584.204078  574.164141 
Temperature ,  737.412443  735.333087  731.092643  724.431746  715.352327  703.867061  689.985876  673.715896  655.062280  634.072846  585.000899  574.960962 
Temperature ,  738.209285  736.129929  731.889485  725.228588  716.149170  704.663904  690.782718  674.512739  655.859122  634.869688  585.797742  575.757804 
Temperature ,  739.006148  736.926792  732.686348  726.025451  716.946032  705.460767  691.579581  675.309602  656.655985  635.666551  586.594604  576.554667 
Temperature ,  739.803030  737.723675  733.483231  726.822334  717.742915  706.257649  692.376464  676.106484  657.452868  636.463433  587.391487  577.351550 
Temperature ,  740.599932  738.520577  734.280133  727.619236  718.539817  707.054551  693.173366  676.903386  658.249770  637.260335  588.188389  578.148452 
Temperature ,  740.608140  738.528785  734.288341  727.627444  718.548025  707.062759  693.181573  676.911594  658.257978  637.268543  588.196597  578.156660 
 
 rod_temps    3.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  724.403852  722.324497  718.084053  711.423156  702.343737  690.858471  676.977285  660.707306  642.053690  621.064255  571.992309  561.952372 
Temperature ,  725.226251  723.146896  718.906452  712.245555  703.166136  691.680870  677.799685  661.529705  642.876089  621.886655  572.814708  562.774771 
Temperature ,  726.048670  723.969314  719.728870  713.067973  703.988554  692.503289  678.622103  662.352124  643.698507  622.709073  573.637126  563.597189 
Temperature ,  726.871107  724.791752  720.551308  713.890411  704.810992  693.325726  679.444540  663.174561  644.520944  623.531510  574.459564  564.419627 
Temperature ,  727.693563  725.614208  721.373764  714.712867  705.633448  694.148182  680.266996  663.997017  645.343400  624.353966  575.282020  565.242083 
Temperature ,  728.516038  726.436682  722.196238  715.535341  706.455922  694.970657  681.089471  664.819492  646.165875  625.176441  576.104494  566.064557 
Temperature ,  729.330954  727.251599  723.011155  716.350258  707.270839  695.785573  681.904388  665.634408  646.980792  625.991358  576.919411  566.879474 
Temperature ,  730.140576  728.061221  723.820777  717.159880  708.080461  696.595195  682.714010  666.444030  647.790414  626.800979  577.729033  567.689096 
Temperature ,  730.950221  728.870865  724.630421  717.969524  708.890105  697.404839  683.523654  667.253674  648.600058  627.610624  578.538677  568.498740 
Temperature ,  731.759888  729.680532  725.440088  718.779191  709.699772  698.214507  684.333321  668.063342  649.409725  628.420291  579.348344  569.308407 
Temperature ,  732.569577  730.490222  726.249778  719.588881  710.509462  699.024196  685.143011  668.873031  650.219415  629.229980  580.158034  570.118097 
Temperature ,  733.379290  731.299934  727.059490  720.398593  711.319174  699.833908  685.952723  669.682743  651.029127  630.039693  580.967746  570.927809 
Temperature ,  734.189024  732.109669  727.869225  721.208328  712.128909  700.643643  686.762458  670.492478  651.838862  630.849427  581.777481  571.737544 
Temperature ,  734.998781  732.919426  728.678982  722.018085  712.938666  701.453400  687.572215  671.302235  652.648619  631.659185  582.587238  572.547301 
Temperature ,  735.808561  733.729206  729.488762  722.827865  713.748446  702.263180  688.381994  672.112015  653.458398  632.468964  583.397018  573.357080 
Temperature ,  736.615719  734.536364  730.295920  723.635023  714.555604  703.070338  689.189153  672.919173  654.265557  633.276122  584.204176  574.164239 
Temperature ,  737.412573  735.333217  731.092773  724.431877  715.352458  703.867192  689.986006  673.716027  655.062410  634.072976  585.001030  574.961092 
Temperature ,  738.209453  736.130098  731.889654  725.228757  716.149338  704.664072  690.782887  674.512907  655.859291  634.869856  585.797910  575.757973 
Temperature ,  739.006360  736.927005  732.686561  726.025664  716.946245  705.460979  691.579793  675.309814  656.656197  635.666763  586.594817  576.554880 
Temperature ,  739.803293  737.723938  733.483494  726.822597  717.743178  706.257912  692.376727  676.106747  657.453131  636.463696  587.391750  577.351813 
Temperature ,  740.600253  738.520898  734.280454  727.619557  718.540138  707.054872  693.173687  676.903707  658.250091  637.260656  588.188710  578.148773 
Temperature ,  740.600276  738.520921  734.280477  727.619580  718.540161  707.054895  693.173709  676.903730  658.250113  637.260679  588.188733  578.148795 
 
 rod_temps    4.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  724.403852  722.324497  718.084053  711.423156  702.343737  690.858471  676.977285  660.707306  642.053690  621.064255  571.992309  561.952372 
Temperature ,  725.226251  723.146896  718.906452  712.245555  703.166136  691.680870  677.799685  661.529705  642.876089  621.886655  572.814708  562.774771 
Temperature ,  726.048670  723.969314  719.728870  713.067973  703.988554  692.503289  678.622103  662.352124  643.698507  622.709073  573.637126  563.597189 
Temperature ,  726.871107  724.791752  720.551308  713.890411  704.810992  693.325726  679.444540  663.174561  644.520944  623.531510  574.459564  564.419626 
Temperature ,  727.693563  725.614208  721.373764  714.712867  705.633448  694.148182  680.266996  663.997017  645.343400  624.353966  575.282020  565.242083 
Temperature ,  728.516038  726.436682  722.196238  715.535341  706.455922  694.970657  681.089471  664.819492  646.165875  625.176441  576.104494  566.064557 
Temperature ,  729.330954  727.251599  723.011155  716.350258  707.270839  695.785573  681.904388  665.634408  646.980792  625.991358  576.919411  566.879474 
Temperature ,  730.140576  728.061221  723.820777  717.159880  708.080461  696.595195  682.714010  666.444030  647.790414  626.800979  577.729033  567.689096 
Temperature ,  730.950221  728.870865  724.630421  717.969524  708.890105  697.404839  683.523654  667.253674  648.600058  627.610624  578.538677  568.498740 
Temperature ,  731.759888  729.680532  725.440088  718.779191  709.699772  698.214507  684.333321  668.063342  649.409725  628.420291  579.348344  569.308407 
Temperature ,  732.569577  730.490222  726.249778  719.588881  710.509462  699.024196  685.143011  668.873031  650.219415  629.229980  580.158034  570.118097 
Temperature ,  733.379290  731.299934  727.059490  720.398593  711.319174  699.833908  685.952723  669.682743  651.029127  630.039693  580.967746  570.927809 
Temperature ,  734.189024  732.109669  727.869225  721.208328  712.128909  700.643643  686.762458  670.492478  651.838862  630.849427  581.777481  571.737544 
Temperature ,  734.998781  732.919426  728.678982  722.018085  712.938666  701.453400  687.572215  671.302235  652.648619  631.659185  582.587238  572.547301 
Temperature ,  735.808561  733.729206  729.488762  722.827865  713.748446  702.263180  688.381994  672.112015  653.458398  632.468964  583.397018  573.357080 
Temperature ,  736.615719  734.536364  730.295920  723.635023  714.555604  703.070338  689.189153  672.919173  654.265557  633.276122  584.204176  574.164239 
Temperature ,  737.412573  735.333217  731.092773  724.431877  715.352458  703.867192  689.986006  673.716027  655.062410  634.072976  585.001030  574.961092 
Temperature ,  738.209453  736.130098  731.889654  725.228757  716.149338  704.664072  690.782887  674.512907  655.859291  634.869856  585.797910  575.757973 
Temperature ,  739.006360  736.927005  732.686561  726.025664  716.946245  705.460979  691.579793  675.309814  656.656197  635.666763  586.594817  576.554880 
Temperature ,  739.803293  737.723938  733.483494  726.822597  717.743178  706.257912  692.376727  676.106747  657.453131  636.463696  587.391750  577.351813 
Temperature ,  740.600253  738.520898  734.280454  727.619557  718.540138  707.054872  693.173687  676.903707  658.250091  637.260656  588.188710  578.148773 
Temperature ,  740.600275  738.520920  734.280476  727.619579  718.540160  707.054894  693.173709  676.903729  658.250113  637.260678  588.188732  578.148795 
 
 rod_temps    1.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  724.403852  722.324497  718.084053  711.423156  702.343737  690.858471  676.977285  660.707306  642.053689  621.064255  571.992309  561.952371 
Temperature ,  725.226251  723.146896  718.906452  712.245555  703.166136  691.680870  677.799685  661.529705  642.876089  621.886654  572.814708  562.774771 
Temperature ,  726.048670  723.969314  719.728870  713.067973  703.988554  692.503289  678.622103  662.352124  643.698507  622.709073  573.637126  563.597189 
Temperature ,  726.871107  724.791751  720.551307  713.890410  704.810992  693.325726  679.444540  663.174561  644.520944  623.531510  574.459563  564.419626 
Temperature ,  727.693563  725.614207  721.373763  714.712866  705.633448  694.148182  680.266996  663.997017  645.343400  624.353966  575.282019  565.242082 
Temperature ,  728.516038  726.436682  722.196238  715.535341  706.455922  694.970657  681.089471  664.819492  646.165875  625.176441  576.104494  566.064557 
Temperature ,  729.330954  727.251599  723.011155  716.350258  707.270839  695.785573  681.904388  665.634408  646.980792  625.991357  576.919411  566.879474 
Temperature ,  730.140576  728.061221  723.820777  717.159880  708.080461  696.595195  682.714009  666.444030  647.790413  626.800979  577.729033  567.689095 
Temperature ,  730.950220  728.870865  724.630421  717.969524  708.890105  697.404839  683.523654  667.253674  648.600058  627.610623  578.538677  568.498740 
Temperature ,  731.759887  729.680532  725.440088  718.779191  709.699772  698.214506  684.333321  668.063341  649.409725  628.420291  579.348344  569.308407 
Temperature ,  732.569577  730.490222  726.249778  719.588881  710.509462  699.024196  685.143010  668.873031  650.219415  629.229980  580.158034  570.118097 
Temperature ,  733.379289  731.299934  727.059490  720.398593  711.319174  699.833908  685.952723  669.682743  651.029127  630.039692  580.967746  570.927809 
Temperature ,  734.189024  732.109669  727.869225  721.208328  712.128909  700.643643  686.762457  670.492478  651.838862  630.849427  581.777481  571.737544 
Temperature ,  734.998781  732.919426  728.678982  722.018085  712.938666  701.453400  687.572215  671.302235  652.648619  631.659184  582.587238  572.547301 
Temperature ,  735.808561  733.729205  729.488761  722.827864  713.748445  702.263180  688.381994  672.112015  653.458398  632.468964  583.397017  573.357080 
Temperature ,  736.615719  734.536364  730.295920  723.635023  714.555604  703.070338  689.189152  672.919173  654.265556  633.276122  584.204176  574.164238 
Temperature ,  737.412573  735.333217  731.092773  724.431876  715.352457  703.867192  689.986006  673.716027  655.062410  634.072976  585.001029  574.961092 
Temperature ,  738.209453  736.130097  731.889654  725.228757  716.149338  704.664072  690.782886  674.512907  655.859290  634.869856  585.797910  575.757972 
Temperature ,  739.006360  736.927004  732.686560  726.025663  716.946244  705.460979  691.579793  675.309814  656.656197  635.666763  586.594816  576.554879 
Temperature ,  739.803293  737.723938  733.483494  726.822597  717.743178  706.257912  692.376726  676.106747  657.453131  636.463696  587.391750  577.351813 
Temperature ,  740.600253  738.520897  734.280453  727.619556  718.540137  707.054872  693.173686  676.903707  658.250090  637.260656  588.188709  578.148772 
Temperature ,  740.600275  738.520920  734.280476  727.619579  718.540160  707.054894  693.173709  676.903729  658.250113  637.260678  588.188732  578.148795 
 
 rod_temps    2.0000000000000000     
 Rod ,           1
 radial pos , 0.0    1.0002449840240703E-003   2.2366157784310127E-003   3.6064345779244448E-003   5.0012249201203526E-003   6.4046929005751570E-003   7.8121630623012531E-003   9.2218030983941320E-003   1.0632750028632310E-002   1.2044544577088435E-002   1.3438320209973752E-002   1.3713910761154854E-002   1.5583989501312335E-002
 axial pos ,   0.0000000000000000       0.30003280839895013       0.90009842519685046        1.5001640419947506        2.1002296587926512        2.7002952755905509        3.3003608923884515        3.9004265091863513        4.5004921259842519        5.1005577427821525        5.7006233595800531        6.3006889763779537        6.9007545931758543        7.5008202099737549        8.1008858267716555        8.7009514435695543        9.3010170603674567        9.9010826771653555        10.501148293963258        11.101213910761157        11.701279527559059        12.001312335958009     
Temperature ,  724.403852  722.324497  718.084053  711.423156  702.343737  690.858471  676.977285  660.707306  642.053689  621.064255  571.992309  561.952371 
Temperature ,  725.226251  723.146896  718.906452  712.245555  703.166136  691.680870  677.799685  661.529705  642.876089  621.886654  572.814708  562.774771 
Temperature ,  726.048670  723.969314  719.728870  713.067973  703.988554  692.503289  678.622103  662.352124  643.698507  622.709073  573.637126  563.597189 
Temperature ,  726.871107  724.791751  720.551307  713.890410  704.810992  693.325726  679.444540  663.174561  644.520944  623.531510  574.459563  564.419626 
Temperature ,  727.693563  725.614207  721.373763  714.712866  705.633448  694.148182  680.266996  663.997017  645.343400  624.353966  575.282019  565.242082 
Temperature ,  728.516038  726.436682  722.196238  715.535341  706.455922  694.970657  681.089471  664.819492  646.165875  625.176441  576.104494  566.064557 
Temperature ,  729.330954  727.251599  723.011155  716.350258  707.270839  695.785573  681.904388  665.634408  646.980792  625.991357  576.919411  566.879474 
Temperature ,  730.140576  728.061221  723.820777  717.159880  708.080461  696.595195  682.714009  666.444030  647.790413  626.800979  577.729033  567.689095 
Temperature ,  730.950220  728.870865  724.630421  717.969524  708.890105  697.404839  683.523654  667.253674  648.600058  627.610623  578.538677  568.498740 
Temperature ,  731.759887  729.680532  725.440088  718.779191  709.699772  698.214506  684.333321  668.063341  649.409725  628.420291  579.348344  569.308407 
Temperature ,  732.569577  730.490222  726.249778  719.588881  710.509462  699.024196  685.143010  668.873031  650.219415  629.229980  580.158034  570.118097 
Temperature ,  733.379289  731.299934  727.059490  720.398593  711.319174  699.833908  685.952723  669.682743  651.029127  630.039692  580.967746  570.927809 
Temperature ,  734.189024  732.109669  727.869225  721.208328  712.128909  700.643643  686.762457  670.492478  651.838862  630.849427  581.777481  571.737544 
Temperature ,  734.998781  732.919426  728.678982  722.018085  712.938666  701.453400  687.572215  671.302235  652.648619  631.659184  582.587238  572.547301 
Temperature ,  735.808561  733.729205  729.488761  722.827864  713.748445  702.263180  688.381994  672.112015  653.458398  632.468964  583.397017  573.357080 
Temperature ,  736.615719  734.536364  730.295920  723.635023  714.555604  703.070338  689.189152  672.919173  654.265556  633.276122  584.204176  574.164238 
Temperature ,  737.412573  735.333217  731.092773  724.431876  715.352457  703.867192  689.986006  673.716027  655.062410  634.072976  585.001029  574.961092 
Temperature ,  738.209453  736.130097  731.889654  725.228757  716.149338  704.664072  690.782886  674.512907  655.859290  634.869856  585.797910  575.757972 
Temperature ,  739.006360  736.927004  732.686560  726.025663  716.946244  705.460979  691.579793  675.309814  656.656197  635.666763  586.594816  576.554879 
Temperature ,  739.803293  737.723938  733.483494  726.822597  717.743178  706.257912  692.376726  676.106747  657.453131  636.463696  587.391750  577.351813 
Temperature ,  740.600253  738.520897  734.280453  727.619556  718.540137  707.054872  693.173686  676.903707  658.250090  637.260656  588.188709  578.148772 
Temperature ,  740.600275  738.520920  734.280476  727.619579  718.540160  707.054894  693.173708  676.903729  658.250113  637.260678  588.188732  578.148795 
 
